id,pred
20284,0.9033785
20285,0.38798115
20286,0.2996239
20287,0.8778103
20288,0.9310208
20289,0.45816594
20290,0.79379016
20291,0.626024
20292,0.21006754
20293,0.041710958
20294,0.5651971
20295,0.4969995
20296,0.44121313
20297,0.3400417
20298,0.102489285
20299,0.5062109
20300,0.37597087
20301,0.92601687
20302,0.6092276
20303,0.81494045
20304,0.87419987
20305,0.6592492
20306,0.011953796
20307,0.43020684
20308,0.013444157
20309,0.5765584
20310,0.62191886
20311,0.44644192
20312,0.70195
20313,0.7408644
20314,0.608366
20315,0.61193883
20316,0.25495818
20317,0.6658497
20318,0.7812554
20319,0.028264921
20320,0.84503925
20321,0.6874454
20322,0.015379097
20323,0.8879061
20324,0.17467308
20325,0.6500602
20326,0.95678276
20327,0.7521898
20328,0.76672864
20329,0.75852
20330,0.4616029
20331,0.3156468
20332,0.9887925
20333,0.78016114
20334,0.356528
20335,0.8988694
20336,0.912101
20337,0.4353643
20338,0.76855725
20339,0.009262218
20340,0.6976408
20341,0.7466045
20342,0.9905578
20343,0.28061232
20344,0.86012745
20345,0.046877652
20346,0.77311337
20347,0.027919378
20348,0.7788483
20349,0.46766192
20350,0.50402194
20351,0.7877051
20352,0.29251885
20353,0.99404836
20354,0.49144486
20355,0.50749415
20356,0.3052051
20357,0.35914296
20358,0.79467547
20359,0.65781057
20360,0.4036348
20361,0.64916897
20362,0.09730819
20363,0.25156152
20364,0.41334257
20365,0.3700821
20366,0.25690004
20367,0.7437315
20368,0.5795527
20369,0.46044084
20370,0.46582115
20371,0.9296672
20372,0.44203374
20373,0.6576654
20374,0.3756333
20375,0.9875422
20376,0.45361888
20377,0.19978352
20378,0.46726185
20379,0.4157857
20380,0.33310223
20381,0.4818073
20382,0.27698386
20383,0.27438983
20384,0.9307556
20385,0.19299516
20386,0.22557254
20387,0.3851753
20388,0.3739147
20389,0.7375276
20390,0.96783584
20391,0.49015838
20392,0.44067055
20393,0.42850932
20394,0.17250185
20395,0.8596496
20396,0.9932694
20397,0.15721688
20398,0.0057146247
20399,0.2690208
20400,0.09904225
20401,0.9941592
20402,0.31053218
20403,0.20752402
20404,0.23761657
20405,0.7415557
20406,0.3891586
20407,0.27105033
20408,0.9929114
20409,0.8303075
20410,0.010234899
20411,0.033268604
20412,0.69114906
20413,0.77759975
20414,0.9843463
20415,0.33635193
20416,0.9153113
20417,0.61196893
20418,0.4198205
20419,0.97556496
20420,0.7362675
20421,0.7824704
20422,0.28057238
20423,0.48860154
20424,0.2837269
20425,0.5786474
20426,0.6190231
20427,0.49149674
20428,0.112752154
20429,0.3023006
20430,0.43767917
20431,0.98703164
20432,0.014811527
20433,0.16901207
20434,0.8572512
20435,0.60231966
20436,0.512781
20437,0.51364124
20438,0.3669965
20439,0.01484013
20440,0.5352516
20441,0.4476656
20442,0.8566253
20443,0.2865589
20444,0.26523653
20445,0.95082295
20446,0.28555137
20447,0.12644702
20448,0.7773958
20449,0.97188133
20450,0.2759633
20451,0.5401146
20452,0.658549
20453,0.22695252
20454,0.30321428
20455,0.70370215
20456,0.8358713
20457,0.013851463
20458,0.47616032
20459,0.3810297
20460,0.7879617
20461,0.9669902
20462,0.58580047
20463,0.8182235
20464,0.02280194
20465,0.325723
20466,0.99356306
20467,0.23470232
20468,0.007913545
20469,0.6611995
20470,0.30789274
20471,0.40096265
20472,0.010063654
20473,0.32620358
20474,0.21330239
20475,0.02160953
20476,0.460011
20477,0.31400108
20478,0.5102303
20479,0.71758395
20480,0.5700185
20481,0.9571093
20482,0.19559354
20483,0.45348436
20484,0.84245616
20485,0.6785445
20486,0.75689304
20487,0.8112919
20488,0.4797461
20489,0.17324872
20490,0.31968766
20491,0.30603883
20492,0.0701156
20493,0.7192382
20494,0.3422733
20495,0.53063476
20496,0.38374144
20497,0.7974714
20498,0.80974674
20499,0.4804069
20500,0.47451386
20501,0.9939752
20502,0.58224595
20503,0.7502186
20504,0.95741546
20505,0.9791626
20506,0.29114985
20507,0.013135821
20508,0.120239556
20509,0.24734606
20510,0.9828403
20511,0.9434372
20512,0.026899034
20513,0.92889136
20514,0.014091689
20515,0.4525228
20516,0.37785804
20517,0.43606198
20518,0.79782665
20519,0.83280563
20520,0.7961256
20521,0.010759898
20522,0.95669764
20523,0.20599216
20524,0.966938
20525,0.19848777
20526,0.14438416
20527,0.66371745
20528,0.07149233
20529,0.35061944
20530,0.33939144
20531,0.33157137
20532,0.46090382
20533,0.9889721
20534,0.913825
20535,0.7375212
20536,0.97365373
20537,0.59190416
20538,0.042624973
20539,0.64755636
20540,0.37096408
20541,0.887859
20542,0.34349102
20543,0.25685254
20544,0.9883675
20545,0.98046434
20546,0.42958668
20547,0.68940413
20548,0.86695224
20549,0.010048611
20550,0.3186385
20551,0.48865846
20552,0.60856044
20553,0.95600134
20554,0.59118086
20555,0.49225083
20556,0.30489412
20557,0.83295035
20558,0.5471172
20559,0.30042768
20560,0.20275557
20561,0.9855853
20562,0.3426628
20563,0.0264511
20564,0.59511375
20565,0.9812121
20566,0.8300663
20567,0.0109893
20568,0.9172895
20569,0.5122379
20570,0.43619704
20571,0.32456696
20572,0.7561468
20573,0.39496857
20574,0.642563
20575,0.4113045
20576,0.61912715
20577,0.5463392
20578,0.33445814
20579,0.39959878
20580,0.7247477
20581,0.38058254
20582,0.9069842
20583,0.9687334
20584,0.5369255
20585,0.4297779
20586,0.6518087
20587,0.9329829
20588,0.62652385
20589,0.8820507
20590,0.4738109
20591,0.32296744
20592,0.7290178
20593,0.81167805
20594,0.89710814
20595,0.20404051
20596,0.012560979
20597,0.07734361
20598,0.7231549
20599,0.34987843
20600,0.6981001
20601,0.30208412
20602,0.5787554
20603,0.44833094
20604,0.6958336
20605,0.14181802
20606,0.5351985
20607,0.7812826
20608,0.59153455
20609,0.221801
20610,0.24696225
20611,0.65133953
20612,0.4449543
20613,0.97634
20614,0.7887007
20615,0.07403526
20616,0.17384553
20617,0.91644174
20618,0.81907564
20619,0.30378604
20620,0.35992706
20621,0.37744206
20622,0.36278144
20623,0.6356348
20624,0.75461966
20625,0.9925269
20626,0.82631016
20627,0.1884241
20628,0.9581735
20629,0.47906175
20630,0.94915175
20631,0.34355384
20632,0.46918234
20633,0.24177194
20634,0.8546798
20635,0.44163933
20636,0.008460134
20637,0.07687746
20638,0.4067721
20639,0.23526582
20640,0.69125205
20641,0.17844549
20642,0.9159947
20643,0.1830691
20644,0.25164896
20645,0.890145
20646,0.6759828
20647,0.76437867
20648,0.35439584
20649,0.8322907
20650,0.8287365
20651,0.48206556
20652,0.9835697
20653,0.43005022
20654,0.35076508
20655,0.56273323
20656,0.22977558
20657,0.9865303
20658,0.490835
20659,0.02443482
20660,0.08908375
20661,0.042443607
20662,0.8573907
20663,0.536535
20664,0.35536793
20665,0.58645433
20666,0.43067566
20667,0.35321686
20668,0.67285305
20669,0.70550346
20670,0.7845202
20671,0.33482438
20672,0.4869724
20673,0.5943155
20674,0.1973955
20675,0.44310534
20676,0.6668335
20677,0.3031201
20678,0.24211702
20679,0.015773054
20680,0.28942543
20681,0.4423453
20682,0.022327498
20683,0.47331098
20684,0.4587456
20685,0.9570736
20686,0.909755
20687,0.009067346
20688,0.8434566
20689,0.23866764
20690,0.43613
20691,0.28762695
20692,0.38848424
20693,0.56089884
20694,0.16922979
20695,0.3902821
20696,0.9340694
20697,0.3441934
20698,0.91393983
20699,0.66168374
20700,0.41697267
20701,0.23865701
20702,0.7407272
20703,0.9004743
20704,0.20923586
20705,0.014543169
20706,0.8310781
20707,0.29891706
20708,0.25576812
20709,0.12848976
20710,0.42254627
20711,0.0156664
20712,0.7517254
20713,0.6994859
20714,0.58876455
20715,0.6848966
20716,0.62953395
20717,0.98923534
20718,0.5875635
20719,0.35549435
20720,0.40570742
20721,0.6331669
20722,0.38189036
20723,0.33948958
20724,0.78252023
20725,0.26899016
20726,0.42818537
20727,0.47694317
20728,0.015619224
20729,0.009896428
20730,0.74370974
20731,0.026989184
20732,0.5673967
20733,0.9149833
20734,0.3718197
20735,0.27813736
20736,0.009684306
20737,0.28222126
20738,0.9910342
20739,0.5353537
20740,0.5166163
20741,0.5997231
20742,0.90073985
20743,0.50474
20744,0.4231446
20745,0.007937228
20746,0.28919414
20747,0.28844738
20748,0.19383584
20749,0.2649932
20750,0.6380046
20751,0.483586
20752,0.97875285
20753,0.7474155
20754,0.41140252
20755,0.0069054957
20756,0.9737868
20757,0.7162175
20758,0.986938
20759,0.19953257
20760,0.75320184
20761,0.58312875
20762,0.41580853
20763,0.74483097
20764,0.18633078
20765,0.97511286
20766,0.9824536
20767,0.7299741
20768,0.79934883
20769,0.027624
20770,0.59748197
20771,0.80811834
20772,0.38248217
20773,0.58407843
20774,0.56336564
20775,0.48685482
20776,0.9205416
20777,0.55897874
20778,0.8886112
20779,0.41766143
20780,0.78325677
20781,0.27313808
20782,0.49449855
20783,0.7131842
20784,0.56275254
20785,0.38218552
20786,0.78193223
20787,0.6474336
20788,0.3663193
20789,0.99663216
20790,0.1558438
20791,0.8684575
20792,0.7808775
20793,0.7922933
20794,0.46741447
20795,0.52130383
20796,0.33426943
20797,0.53729165
20798,0.8549528
20799,0.5695756
20800,0.19893937
20801,0.81153905
20802,0.4767383
20803,0.35423586
20804,0.62443745
20805,0.44464046
20806,0.751633
20807,0.9943159
20808,0.37293535
20809,0.1823629
20810,0.85843253
20811,0.010606808
20812,0.6326225
20813,0.7505635
20814,0.4590903
20815,0.095922284
20816,0.10607027
20817,0.40696502
20818,0.47738427
20819,0.5328047
20820,0.4193734
20821,0.99529797
20822,0.6929287
20823,0.36286068
20824,0.94705886
20825,0.15843308
20826,0.9911171
20827,0.2019495
20828,0.23497927
20829,0.9862518
20830,0.39425462
20831,0.4560433
20832,0.8568506
20833,0.72901744
20834,0.5444739
20835,0.7263287
20836,0.19066577
20837,0.44295886
20838,0.69628817
20839,0.08819863
20840,0.5604082
20841,0.42868337
20842,0.87579197
20843,0.3450808
20844,0.4849394
20845,0.28350693
20846,0.8263351
20847,0.46060205
20848,0.5580506
20849,0.23453076
20850,0.5945208
20851,0.23470174
20852,0.92146254
20853,0.64393675
20854,0.53040326
20855,0.4505953
20856,0.29219246
20857,0.025104798
20858,0.24458733
20859,0.81683105
20860,0.15955861
20861,0.9896451
20862,0.174379
20863,0.13231076
20864,0.112656735
20865,0.12951297
20866,0.16170047
20867,0.3239988
20868,0.44780514
20869,0.2569646
20870,0.8132849
20871,0.36255226
20872,0.5812372
20873,0.81354886
20874,0.06410347
20875,0.40538958
20876,0.4108944
20877,0.68188363
20878,0.5181469
20879,0.5655508
20880,0.92021185
20881,0.7298733
20882,0.6489481
20883,0.7614836
20884,0.3929042
20885,0.011710612
20886,0.6321553
20887,0.47399318
20888,0.14553396
20889,0.6844698
20890,0.7466142
20891,0.18823591
20892,0.99607325
20893,0.5268691
20894,0.030569598
20895,0.92004573
20896,0.6112561
20897,0.469478
20898,0.45931262
20899,0.6670761
20900,0.11568763
20901,0.45259815
20902,0.21102767
20903,0.5332992
20904,0.30910993
20905,0.8601618
20906,0.56974024
20907,0.28383
20908,0.80542815
20909,0.20875002
20910,0.4375229
20911,0.5302847
20912,0.8563636
20913,0.53514624
20914,0.58710754
20915,0.44821984
20916,0.021222562
20917,0.45222688
20918,0.38656053
20919,0.27438992
20920,0.58499855
20921,0.98445094
20922,0.9850021
20923,0.2634623
20924,0.1811568
20925,0.65522635
20926,0.16563845
20927,0.9122363
20928,0.59535354
20929,0.20920023
20930,0.3454031
20931,0.25843412
20932,0.5814883
20933,0.4726519
20934,0.613898
20935,0.041843347
20936,0.03811773
20937,0.17767186
20938,0.51001835
20939,0.80403763
20940,0.46996424
20941,0.2560117
20942,0.56658053
20943,0.76547945
20944,0.46554342
20945,0.9919482
20946,0.87509334
20947,0.37123522
20948,0.4005034
20949,0.7248263
20950,0.91034925
20951,0.88799435
20952,0.66376936
20953,0.3980226
20954,0.54209995
20955,0.033669557
20956,0.35304376
20957,0.26422408
20958,0.0060672336
20959,0.26495525
20960,0.7802671
20961,0.48889494
20962,0.19344488
20963,0.5394653
20964,0.76351386
20965,0.37120348
20966,0.9796388
20967,0.3644567
20968,0.47959605
20969,0.8119499
20970,0.060496937
20971,0.8343956
20972,0.22859919
20973,0.49274164
20974,0.9913474
20975,0.61340976
20976,0.98656
20977,0.55836385
20978,0.5770254
20979,0.2566854
20980,0.86045873
20981,0.79166967
20982,0.47894222
20983,0.66752315
20984,0.17447247
20985,0.22611803
20986,0.36064187
20987,0.12500916
20988,0.19314846
20989,0.10437667
20990,0.15964717
20991,0.4537687
20992,0.4568423
20993,0.9939482
20994,0.057644315
20995,0.3096398
20996,0.012919639
20997,0.69617367
20998,0.4528849
20999,0.11646525
21000,0.32984138
21001,0.15578306
21002,0.10598971
21003,0.018193692
21004,0.31956547
21005,0.6911285
21006,0.61669225
21007,0.6935696
21008,0.3998221
21009,0.41998166
21010,0.71168596
21011,0.24180987
21012,0.70840335
21013,0.6919119
21014,0.47928265
21015,0.19671054
21016,0.7495305
21017,0.21222824
21018,0.8635926
21019,0.46164468
21020,0.25243574
21021,0.8758539
21022,0.36169404
21023,0.41365543
21024,0.60467803
21025,0.10134849
21026,0.01965323
21027,0.99451506
21028,0.03273904
21029,0.8394931
21030,0.7424947
21031,0.3840693
21032,0.39715767
21033,0.20591083
21034,0.9775965
21035,0.436084
21036,0.01269637
21037,0.8638466
21038,0.76567066
21039,0.6126872
21040,0.8932107
21041,0.9962289
21042,0.4497698
21043,0.7155488
21044,0.74878806
21045,0.8243675
21046,0.24766983
21047,0.69613355
21048,0.62070656
21049,0.21856171
21050,0.33672193
21051,0.5828755
21052,0.8637616
21053,0.1838606
21054,0.6024094
21055,0.21105438
21056,0.16267389
21057,0.28295007
21058,0.5517586
21059,0.3693452
21060,0.10560253
21061,0.43849412
21062,0.5490225
21063,0.4082423
21064,0.8726829
21065,0.43972892
21066,0.71809787
21067,0.38162717
21068,0.45862022
21069,0.571316
21070,0.955656
21071,0.65416104
21072,0.42521504
21073,0.53845435
21074,0.467048
21075,0.17915447
21076,0.5083013
21077,0.24119872
21078,0.99132615
21079,0.7710277
21080,0.7031733
21081,0.010296271
21082,0.90704244
21083,0.23538962
21084,0.12276438
21085,0.16714752
21086,0.9684939
21087,0.4332622
21088,0.71979326
21089,0.5801962
21090,0.34986877
21091,0.5344402
21092,0.65477324
21093,0.33800027
21094,0.8866879
21095,0.16070625
21096,0.6061381
21097,0.80042166
21098,0.4748994
21099,0.8448845
21100,0.7281881
21101,0.30461773
21102,0.617397
21103,0.15610681
21104,0.6845402
21105,0.89586073
21106,0.2057736
21107,0.8756674
21108,0.6394886
21109,0.4263408
21110,0.012933493
21111,0.6560064
21112,0.31342438
21113,0.7437444
21114,0.01104994
21115,0.051532835
21116,0.84612805
21117,0.8060622
21118,0.6701633
21119,0.6558791
21120,0.8146498
21121,0.959689
21122,0.86842763
21123,0.2850116
21124,0.23903362
21125,0.8380628
21126,0.5759158
21127,0.94835407
21128,0.9741933
21129,0.6757027
21130,0.14050011
21131,0.86719
21132,0.5458036
21133,0.4497459
21134,0.6696326
21135,0.41472328
21136,0.2499275
21137,0.01149562
21138,0.9068646
21139,0.7188686
21140,0.6856492
21141,0.30685896
21142,0.085610144
21143,0.7341314
21144,0.6213801
21145,0.22113183
21146,0.5964643
21147,0.6153149
21148,0.019340593
21149,0.07527676
21150,0.6245409
21151,0.98798263
21152,0.7933549
21153,0.56554645
21154,0.3344825
21155,0.6575681
21156,0.87426907
21157,0.63016844
21158,0.95775115
21159,0.9135276
21160,0.012461161
21161,0.34601957
21162,0.8923264
21163,0.16158648
21164,0.58894634
21165,0.98932797
21166,0.92221653
21167,0.06930574
21168,0.14696698
21169,0.010693319
21170,0.686459
21171,0.22815488
21172,0.37479597
21173,0.41360143
21174,0.90441126
21175,0.33011082
21176,0.39536202
21177,0.17904356
21178,0.31727162
21179,0.97694206
21180,0.13206415
21181,0.59033173
21182,0.73442024
21183,0.66569227
21184,0.61756027
21185,0.57756394
21186,0.8068802
21187,0.113772936
21188,0.59412014
21189,0.12468184
21190,0.4053464
21191,0.33315772
21192,0.22447611
21193,0.5662138
21194,0.5873784
21195,0.21803996
21196,0.8490805
21197,0.25502613
21198,0.6306618
21199,0.013409057
21200,0.031136617
21201,0.0094026225
21202,0.43052265
21203,0.52828336
21204,0.9541464
21205,0.4499588
21206,0.30218425
21207,0.39482
21208,0.24320397
21209,0.45660907
21210,0.00875311
21211,0.20750692
21212,0.9793927
21213,0.4179706
21214,0.47086918
21215,0.515989
21216,0.015184508
21217,0.982228
21218,0.9605059
21219,0.8672096
21220,0.5189122
21221,0.5533705
21222,0.060215842
21223,0.8456351
21224,0.4359397
21225,0.39495465
21226,0.22329801
21227,0.2582244
21228,0.4135942
21229,0.98266613
21230,0.5705154
21231,0.99350077
21232,0.9892492
21233,0.66567296
21234,0.23747234
21235,0.42233914
21236,0.8599868
21237,0.98514414
21238,0.90276307
21239,0.41522294
21240,0.67119175
21241,0.9733497
21242,0.1254203
21243,0.6183193
21244,0.42192635
21245,0.09917763
21246,0.44420913
21247,0.0064314776
21248,0.069966175
21249,0.4703455
21250,0.27306107
21251,0.6461413
21252,0.30372304
21253,0.36071384
21254,0.6717388
21255,0.8716993
21256,0.64413947
21257,0.025348948
21258,0.8814028
21259,0.5235803
21260,0.45974457
21261,0.52721673
21262,0.68326706
21263,0.35260895
21264,0.3012724
21265,0.484435
21266,0.7308657
21267,0.10243088
21268,0.44385815
21269,0.40846857
21270,0.30329525
21271,0.72541285
21272,0.34284288
21273,0.381857
21274,0.34039447
21275,0.9348862
21276,0.98272425
21277,0.8611272
21278,0.38354248
21279,0.50448817
21280,0.27362272
21281,0.79504657
21282,0.6278411
21283,0.5348864
21284,0.014445027
21285,0.9631048
21286,0.4982522
21287,0.6021926
21288,0.55998254
21289,0.9964271
21290,0.29968137
21291,0.5767694
21292,0.6316215
21293,0.9675376
21294,0.28025508
21295,0.75641674
21296,0.4482295
21297,0.9434353
21298,0.12562361
21299,0.5074873
21300,0.011105165
21301,0.9494082
21302,0.99267733
21303,0.8563897
21304,0.5247944
21305,0.99301296
21306,0.303284
21307,0.49006137
21308,0.69702643
21309,0.39885575
21310,0.5501601
21311,0.8477959
21312,0.38588598
21313,0.62464994
21314,0.900105
21315,0.768216
21316,0.35641974
21317,0.26492247
21318,0.27111393
21319,0.5962076
21320,0.4185459
21321,0.85790306
21322,0.37491983
21323,0.83348083
21324,0.02250024
21325,0.45580083
21326,0.67046696
21327,0.6170618
21328,0.41659316
21329,0.43879458
21330,0.24096294
21331,0.37905484
21332,0.63410807
21333,0.3841618
21334,0.37607172
21335,0.01007284
21336,0.63754517
21337,0.49354124
21338,0.5224593
21339,0.67315656
21340,0.4849309
21341,0.9791581
21342,0.9523719
21343,0.76315874
21344,0.9472833
21345,0.49777478
21346,0.39476985
21347,0.23924844
21348,0.35144922
21349,0.28086174
21350,0.7634023
21351,0.98634934
21352,0.77258223
21353,0.91513145
21354,0.450121
21355,0.8780736
21356,0.6035142
21357,0.086245604
21358,0.57604516
21359,0.26172838
21360,0.6355909
21361,0.7141925
21362,0.39624125
21363,0.6054868
21364,0.2317879
21365,0.7110154
21366,0.52538794
21367,0.97542405
21368,0.36195385
21369,0.067325324
21370,0.61011946
21371,0.14151154
21372,0.34691566
21373,0.9249669
21374,0.48112154
21375,0.24015823
21376,0.7110554
21377,0.036436375
21378,0.97104084
21379,0.56350243
21380,0.55313724
21381,0.9273142
21382,0.5089666
21383,0.333671
21384,0.44209787
21385,0.46637568
21386,0.9929783
21387,0.69651526
21388,0.9739227
21389,0.3811561
21390,0.70834005
21391,0.30602604
21392,0.13537592
21393,0.5020693
21394,0.3480042
21395,0.49508947
21396,0.14356683
21397,0.1956858
21398,0.3892437
21399,0.49808362
21400,0.110426195
21401,0.48146257
21402,0.15017895
21403,0.4099277
21404,0.53660244
21405,0.8034622
21406,0.32538113
21407,0.55782455
21408,0.4432006
21409,0.13985686
21410,0.8604666
21411,0.13466449
21412,0.026000215
21413,0.3438956
21414,0.8374044
21415,0.90218806
21416,0.8769484
21417,0.06529025
21418,0.45706964
21419,0.16717641
21420,0.39615726
21421,0.41093636
21422,0.9955124
21423,0.50554186
21424,0.3770826
21425,0.21519783
21426,0.13062237
21427,0.4341382
21428,0.0061793616
21429,0.43669534
21430,0.28844902
21431,0.007969283
21432,0.4870233
21433,0.3983287
21434,0.59712136
21435,0.19116688
21436,0.22719833
21437,0.039541196
21438,0.9471271
21439,0.93353695
21440,0.4468526
21441,0.078108445
21442,0.40184513
21443,0.79419035
21444,0.012167149
21445,0.9874435
21446,0.41229215
21447,0.89519
21448,0.80227226
21449,0.5148372
21450,0.51177835
21451,0.9582315
21452,0.3991737
21453,0.87962353
21454,0.7721267
21455,0.32216072
21456,0.3738328
21457,0.43799445
21458,0.43672106
21459,0.7796023
21460,0.9895866
21461,0.34810072
21462,0.2078521
21463,0.6426158
21464,0.16214712
21465,0.008902199
21466,0.0240831
21467,0.2971516
21468,0.7554942
21469,0.07159826
21470,0.84477913
21471,0.601274
21472,0.9480395
21473,0.33777413
21474,0.38084418
21475,0.5666803
21476,0.97619504
21477,0.38034624
21478,0.17359716
21479,0.30351847
21480,0.28971627
21481,0.3672177
21482,0.9830747
21483,0.696632
21484,0.6383476
21485,0.99480563
21486,0.40611517
21487,0.04481253
21488,0.43806806
21489,0.89177215
21490,0.2771956
21491,0.01286597
21492,0.01096286
21493,0.6392298
21494,0.7523964
21495,0.21906935
21496,0.6345782
21497,0.9740321
21498,0.2579939
21499,0.11770945
21500,0.39973223
21501,0.5902457
21502,0.6451772
21503,0.3361448
21504,0.91843843
21505,0.49646494
21506,0.3639063
21507,0.28374663
21508,0.86591136
21509,0.77393615
21510,0.42733577
21511,0.7876125
21512,0.8686789
21513,0.10141954
21514,0.0549337
21515,0.25754672
21516,0.40600675
21517,0.474919
21518,0.56596214
21519,0.65653014
21520,0.43039736
21521,0.17485684
21522,0.98729485
21523,0.4969265
21524,0.31347167
21525,0.21524587
21526,0.41819164
21527,0.46955696
21528,0.6962355
21529,0.9593364
21530,0.36463228
21531,0.43368647
21532,0.15283582
21533,0.29541013
21534,0.9680017
21535,0.42778775
21536,0.24576029
21537,0.28339732
21538,0.8497242
21539,0.26339343
21540,0.605893
21541,0.9927926
21542,0.33427984
21543,0.5847362
21544,0.37430903
21545,0.72882056
21546,0.81784385
21547,0.988545
21548,0.08886732
21549,0.39919588
21550,0.28383952
21551,0.65033996
21552,0.36111885
21553,0.16297352
21554,0.77244294
21555,0.63603795
21556,0.40917042
21557,0.012403857
21558,0.011449043
21559,0.44041863
